text,Predictions
"Stayed here with my girlfriend for a Radiohead show and a get away weekend from work.  Got the hotel for the amenities which were great, we played tennis, enjoyed the fantastic people watching at the pool, great cocktails to include the Tequila Sunrise, and some light putt putt outside our cottage.  The room was not ready when we got there so we got a cottage which was supposed to be an upgrade with a semi private patio.  The room was actually very nice and had a great tv which we might have watched for a grand total of 30 minutes in 4 days.  Our room was made up between 4-5 each day that we planned to stay there and then on the day we plan to check out, they came by at 8:30....not sure what the problem was there.  We also had to call about our A/C after we sweated the first night but it was fixed and no problems after that so maybe it was just a glitch which happens.  You are probably wondering what if anything was wrong, the only issue we had was the concierge.....nightmare, no help whatsoever.  Called several times, both girlfriend and I and got the reply on two separate occasions to just check google.  I have stayed at less nice hotels and had much better service with concierge, this hotel should realize what their clients might be interested in and do some research.  

All in all, great trip and a nice and above par stay.  I would certainly stay here again if I can get my girl to go with me!",4
"Had a fabulous time here with my husband celebrating my birthday last weekend. We both got ""The Farmer's Feast"" and it was truly amazing. I was not expecting that we would each get unique dishes so that let us sample even more of the food (though the hubby didn't really share too much). I highly recommend this option for anyone dining here. 

The antipasti was a great selection of cured meats and local cheeses. Next, I had a wonderful salad that was a great combination of sharp peppery flavors mixed with sweet. Strawberries, arugula, radishes, yum! For pasta course I got gnocchi with a rich and tasty cream sauce and my husband got ravioli stuffed with yam. His dish was amazing, I had to fight for a couple bites. For the fish course I had poached halibut that was served with some kind of really flavorful sauce and a vegetable puree so that whole thing was extremely delicious. The hubby got a very lightly seared tuna fillet. I was very surprised that he enjoyed it so much since he is usually not a raw fish kind of guy. For our main course I got a pork tenderloin and the hubby got braised beef... just lucky we each got our favorite meats. Each came with other vegetables and starches on the plate so they would have been an ample meal in and of themselves. For dessert, I got a goat cheese cheesecake that was truly amazing. One of the best deserts I have ever eaten. Very rich but the pieces were small enough so that it was not heavy. The dessert did not have too much sweetness so it went well with the ice wine it was served with which tasted like pure honey. Just fantastic. The hubby got bread pudding which we didn't much care for and it came with a sorbet that I didn't try. I got the wine pairings with the meal and every wine just complimented the dish it was served with so beautifully that I was really glad I added that option. Also, it ended up that you got a half glass (at least) with each course so I think it is a good value (the wine pairing was an extra $45.) 

I do agree with a couple of the reviewers who mentioned salt. There were a couple of dishes that had just a tad too much. However, I think that was not due to a mistake of the chef, I believe it is just because they use cured meats in a lot of their dishes. Another reviewer mentioned bad service but we did not experience that at all. Our server was extremely warm and friendly. She was very knowledgeable on the food and could answer any questions we had for her. She also took the time for each course to explain each dish and in my case the wine and why they went together. Only one time did my wine not come out at the same time with the food course and in that case our server apologized immediately. I do agree with some of the reviewers that the service is very slow... however, I believe that this is intentional. They have created a very cozy and comfortable environment and they want you to linger and enjoy yourself. With the Farmer's Feast in particular it took us almost 3 hours start to finish but I enjoyed every minute of it. It was nice to have time in between courses to sit and talk and relax. The spacing also kept us from feeling too full by the end (it is six courses after all!) or from letting the flavors from one dish influence the next. I was able to enjoy each course separately and independently with its own unique wine. It was pure food heaven. This is not the type of place where you would stop in for a meal before a show or event; when you come here, this should be your only destination for the night and it is such a great experience that it will be enough!  We truly had fantastic night here.

One warning I will say is for ladies, you need to be prepared for the rural atmosphere and the walk from the car to the restaurant would be challenging in heels (I had been warned so had wedges). In fact the dress code overall was a bit more casual than I was expecting. Kai at Wildhorse Pass resort is my absolute favorite ""special occasion"" restaurant and so we were making a lot of comparisons between the two. My husband made the comment that when we were at Kai we spoke in library whispers the whole time and felt a little awkward at times (you know the type of place where you feel like if you use the wrong fork you may end up getting kicked out) but at Quiessence we were chatting away the whole time and completely at ease. It is definitely a much more comfortable and relaxed environment then any other I have experienced at a restaurant of this caliber.",5
"Meh.

Plus for cool decor. Minus for being in a strip mall (but hey it's Phoenix...)

Cinnamon Roll was good.  Awesome icing. Toluca Brizza was unique, but nothing spectacular.

it would be a good place for groups, with a vast menu (that i hear is very vegan friendly), but they are better places around town for brunch, both in terms of quality and price points.",4
"Pei Wei is always busy, that's gotta mean something right? Wrong. There are restaurants that serve billions yet all they serve is a gross mystery. Pei Wei is no mystery though, the food is cooked in an open air kitchen. Even so, if there were such a thing as Asian fast food, Pei Wei would be cleaner version of it.

Most Pei Wei's are situated in pompous locations where ever there is an AJ Fine Foods, but atleast they aren't located in the ghetto.

As far as the food goes, it is about as Americanized as you can get. So if you live in America and have American taste buds, it will appeal to you. Unfortunately if you want authentic Asian food you won't find it at Pei Wei. I don't understand why they even bother to put chopsticks on the table, the rice isn't even sticky enough to pick it up with. They are for decoration. They are part of the 'fake' Asian dining experience. Apparently, Pei Wei serves food ""manadrian style"" from Thailand, Vietnam, Japan, Korea, and China. In the words of Bill Lumbergh, ""Ooo.. yeahh.. I'm just not sure about that."" Having traveled to China I can honestly tell you that Chinese food is different. Apart from the rice, the food lacks vegetable oil and garlic. In China those two ingrediants are used in many dishes and Pei Wei lacks them. When I first started visiting Pei Wei I ordered the Sweet and Sour, but I got sick of it. Sometimes the meat would be tough, sometimes the chicken would clump together all nastily. What I get now-a-days and what I got on this particular day was Mandarin Kung Pao. Even though the dish is spicy, that doesn't mean it has to be dry - and it was. What it was missing was some catalyst to bring out the spicy flavors and make them more vibrant.

The dishes at Pei Wei are family style meaning they are meant to be shared with several people. A dish and a drink will end up costing you about $10. If each person gets one dish, that's a lot of food, probably enough to feed a small village in Africa somewhere. It would be nice if they served each dish in two styles, family and single, large and small. Family style is great if you always visit Pei Wei with your family. But if you are out for lunch with people from work you might not want to share your food with your co-workers. They aren't your family. You don't know them.

Pei Wei is a modern Asian diner that is probably better than most of the mom and pop Asian diners out there, even if most of the food is cooked by Mexi-- I mean Asians.",5
"We ordered from here the first day in our new home, also the first NFL Sunday this season. I was expecting about an hour wait. They quoted me 45 minutes for delivery, and when the doorbell rang after 20 I thought it was solicitors or perhaps neighbors coming to welcome us into the neighborhood. I was pleasantly surprised that it was our food. 

We ordered a mushroom pizza (meh), and wings and chicken tenders - both very tasty. We're used to more thin crust pizzas, NY style I guess? so this was a bit doughy, but the garlic herb crust was yummy nonetheless. Not sure if we'll order from here again, unless we don't find our NY style place, but it was still good.",4
"Went there with my date on Thursday night; it was quite empty.

I don't think the decoration is as nice as it said in other reviews; it's about alright.

The issue I found is waiter walks pass in front of you during the movie. The color of the screen is yellowish that makes movie look old. 

It's more like watching a DVD at home. When watching movies, I don't like to be interrupted, so the waiter service during the movie really bothers me. 

The good thing is it's very close to my house, I can go there on foot.",3
"Surprisingly I had a blast at this place last night! For a club it is a bit on the small side, but other than that it is pretty nice. It was a Monday night(watching a DJ spin) so it was not jam packed; i am sure the weekends can be a bit ridiculous in here. I am not sure what I think about the voyeuristic bedroom that overlooks the dancefloor...meaning from the dancefloor you can look up at a staged bedroom (looks like a VS fitting room), where a chic pretends to put on make-up, write in her diary, lay around in bed, etc. while wearing lingerie. It is definitely entertaining for sure! I wonder how much those ladies get paid to 'do what they do' up there!!??  Anyway, they also have body painted 'topless' cocktail waitresses, which I'm sure the men love. If you are a bit of a prude this is probably not the joint for you. I am sure this place pulls in lots of Scottsdale's finest douchebagery and fembots, but I cannot deny I had a pretty rad time there on an 'off' night! I danced till the lights came on (along with many others) and I haven't done that in a while! The service was great and the drinks were well poured...did I mention the bartender wasn't too shabby to look at either ;) Whether male or female, it is not too hard to find something tantalizing at the PCL!",4
"If its cold, creamy ,sweet, and I can put many a topping of choice on it and its fat free and low calories, I'm all in. Golden spoon is this and more. Simply delicious flavors and all around good. Need I say more?",4
"Some might say that Phoenix is a city without much culture.  That may be true in some aspect, however we have to remember that Phoenix is a young large city compared to other cities that lie within the United States.  So you can say that this city is a work in progress on catching up with everyone's culture expectations.

The Japanese Friendship Garden in downtown Phoenix is only seven years old.  Very new to the park scene for this metro, I have to say that it looks great and will only keep getting better in time.  That will happen if people stop saying there is no culture in Phoenix and become a part of the evolving city by visiting places such as this.  The admission and or donations will fund a more desired park for all.

The grounds of the garden are very beautiful with a nice flowing stream, several waterfalls, coy fish, and many species of plants.  I can't wait to go back in the next several years to see it become a wonderful masterpiece.",5
"This place is very cool! I went here after work with a sorority sister for drinks on a Friday night. Ended up staying for like 3.5 hours.

Fantastic atmosphere with outdoor and indoor seating. Lighting is dim and intimate indoors with rustic seating areas and large booth perfect for groups getting drinks together. The outdoor patio is sectioned off in a covered area with tables and smaller seats while an uncovered area hosted seating for peeps who rode their bikes in.

The drinks are pretty yummy. If you're into fruity, girly cocktails there isn't much to choose from, but for a more mature, grown-u beverage, you're in luck. Hit the happy hour (which sadly ends at 5pm).

It gets a tad loud and it difficult to tell the wait staff apart from the customers because they're all in street clothes but they're very attentive and sweet. We ordered the fondu plate and it was great. Pretzels, sausage, apples and the cheese... perfect for sobering up a bit from those yummy cocktails.",4
"- the location is excellent
- the food is mediocre, and milder than they advertise
- the wait staff is polite and bland.  At several opportunities, they were missing for more than 5 mins.
- the bill will be higher than anyone expects

Bottom line:  don't bother",2
"I am not as enthusiastic about the Cornish Pasty Company as some, but if you are looking for this type of place to eat, you will probably enjoy the experience.

A Pasty is basically a turnover; at Cornish Pasty Company, it is a very big turnover.  One is a meal.  Here they precook them until they are almost done, then finish them when you order.  This process introduces a drying effect that detracts from the product.  They do serve a sauce with each pasty, and as the sauces we tried were quite good, you can use the sauce to counteract the dryness. When all is said and done, the pastys are tasty.  But not knock-your-socks-off great.

The atmosphere at Cornish Pasty Company is cramped and noisy.  It seems more like a college hangout than a restaurant, and this is not surprising because it is a college hangout, but one where the quality of the food has attracted a wider clientele.  If you like this kind of atmosphere, you will be right at home at one of the few small tables or at the bar.  I prefer the bar.

Prices are low (typically about $9 for a pasty), considering the size of the meal.

Hints:
1.  It is always crowded.  Try to come at an off hour, like 4:30 on a weekday.
2.  Skip the very average salads and the oven chips (dry, tasteless), and probably the other appetisers.  Just get a pasty.  If you are an abnormally big eater, follow it up with a dessert pasty.
3.  It is a bit hard to find.  Turn North on Hardy from University to find the Cornish Pasty Company in a small shopping center hidden by a large gas station.",4
Very average. Food was overdone and waitress stopped chomping her gum only long enough to take our order.,2
"We had a group reservation for The Old Town Tortilla Factory, that was great. The problem was that was about all that was great about the place. The credit card machine in the bar was down for the time we were waiting for our table, chips and salsa was $7 and the food was not really good at all. I had asked our waitress about two items and she suggested the restaurants signature dish Pollo Margarita, stuffed chicken breast with chiptole mashed potato cake and seasonal vegetables. The chicken was extremely dry the stuffing was bland and the mashed potato cake was the same bland and dry. The only thing good to eat was the freshly made tortillas.",4
"well everyone there is pretty nice i got gel tips from them and i do beat them up pretty bad at work and they are holding up as they should. they were reasonably priced. There is one Asian lady i like a lot i forgot her name though my fault. I also got a pedicure from them as well they did good.

PROS:
* inexpensive 
* good color selection
* nice people
*television available

CONS:
*Some of my tips are longer than others
*When i got a pedicure the water was so hot it burned me feet and they came out of the water looking like cherry tomatoes
*whenever i seem to give them the tip off my visa they seem almost disappointed since its not cash (i dont carry cash and im not starting anytime soon)
*the language barrier but its no one's fault
*the massaging pedi chairs are made for people taller than me *sigh*

Since the cons outweigh the pros it gets 3 stars but you are still getting really good service considering how much you pay for it and i will continue to give them my business because the lady who gave me the pedicure was really nice and she did a really good job getting rid of my callouses and didnt torture me too bad (im extremely ticklish).",4
"Four Peaks baby.  This spot is awesome.  Great place to meet up with a crowd, grub, and pound some craft brew.  The food is great: dope appetizers , rockin' burgers, decent pizza, and daily specials.  The beer is fantastic, hop knot being my fave.  They have happy hour everday from 3-7 and 10-close with dollar off beers, a light night menu, TV's, and a pool table.  I've gotten mashed here more than a few times.  Sunday brunch is killer, and may I suggest you try the Stout milkshake, a little known secret, but good for the sweet toof.  Don't miss out on the Peaks.",4
"Food was decent.  Overpriced for what you get.  Had 2 Distrito margaritas, $10 each.  You'd think for $20 you'd catch a little buzz.  Not sure any alcohol was in them.  I may go back if someone else offers and pays.  Otherwise, no desire.",4
I have been by this spot many times and I needed a place to eat lunch so I stopped in... I entered the restaurant and was seated right away. But then I sat there for a good 10 minutes and watched the workers walk around  then I got to see the owners little kid decide she was going to sit with the consumers in the booth a head of me... Then the kid started crying and it just does not need to happen I was kind of shocked please leave your kids at home if they are not working at the restaurant.  I ended up getting up and asking the staff if I could just get the lunch buffet. I got a bit of everything to try I enjoyed the rice and the chicken dishes... The fish dishes on the other hand not so good the fish puffs were cold and not good and the one fish dish super fishy tasteing. The bread was really good that came with the meal... So all in all I would say I will not be going back anytime soon nothing to write home about.,4
"I'm torn.


I LOVED my $20 facial. I'll probably go back for more once Groupon and the like run out of deals.

However, I also got a brow and eyelas tinting.  I wouldn't recommend that service from here.  My brows were uneven, and my lashes faded out quicker than normal.",4
"Yelp has failed me...I went here based on the reviews I found on here, only to find a restaurant that has fallen off from what it used to be. 

I guess this use to be a chef driven restaurant, he created a name for the place. But whatever it is now it has definitely fallen off and definitely not good. 

The space is nice enough, I really did not enjoy sitting at the bar and have to look at there dirty kitchen the whole time...But the place does offer a pleasant enough atmosphere. 

The food on the other hand was bad. I had the tasting of the appetizers in which everything was overcooked (mushy eggplant) or overcooked and Burnt (anything that had bread like potential) I kinda of wanted to leave after this but I had ordered my Salmon entree from the start... 

And now on to the entree which consisted of overcooked salmon, burnt spices on the top, and RAW skin underneath, did not make any since to me. it came with a brick of polenta edible only by the pool of sauce on the plate. 

The menu and idea of this restaurant is great, sharp contrasts and bold flavor, but the technique and care is definitely lack here, or maybe they just had a shitty cook that day, I don't know, I just know that I will never make my way back there.",4
"OK, Where do I start?

This place is AMAZING! I love the food here, especially the fact that you can eat and watch a movie at the same time! Forget about the movie theater popcorn, you can get a rack of ribs here while enjoying your movie!

Before the movie starts, a waiter walks around with an iPod touch taking your order, usually during the previews. During the movie, you can press the Service Light to add more things to your order. About nearing the end of the movie, you will get your check, so make sure that if you want more food, get your orders in before the movie is over.

Pricing is good, it costs about the same as  a dinner and a movie separately, why NOT kill two birds with one stone and get it all at once? The seats are REAL COMFORTABLE, as long as you get the love seat, or leather seats, just don't get the ""office chair"" seats, as those are like....sitting in an office chair for 3 hours watching a movie ;).",5
I tried this place on a recommendation of a friend. Their frozen yogurt is really good. The peanut butter flavor was rich and creamy. They also had a wide array of toppings. The only downfall is they were a bit pricey. I had the small cup whcich was not even full but once it was weighed cost almost 4 dollars. I would still say very yummy and worth trying.,4
"I have been going to Niro's for several years.  You can always count on them fulfilling your your order very quickly and with consistently good quality.

When I am in a hurry between meetings I can count on Niro's to deliver a better experience than I could get at a random fast food joint.

The gyros are good, the french fries are hot and crisp and the service is always friendly.",4
"I had never heard of this place until some friends from out of town brought us a bottle of the olive oil. So when I had out of town company visiting, we made a trip to the Olive Mill and signed up for the tour. 

The tour is not really much of a tour, but more of a 20-25 minute lesson on growing and harvesting olives, and then a look at the equipment used to press the oil. Our tour guide was very entertaining and funny. While there was a long period of standing, there is very little walking so really anyone can get their $5 worth.

While waiting for the tour to start, we wandered around the store and then enjoyed the wine and cider tasting outside. They also have live music every Saturday. 

After the tour we filled several sample cups with a variety of olive oil flavors, and bought a loaf of bread, and enjoyed figuring out what was in each cup. The line to order food was too long, so we didn't stick around for a meal, but everything looked wonderful. 

The only less than positive thing I have to say is that they really promoted the Pork Shop down the road, so we went there hoping to load up on ready made food (since we had opted not to wait in line for Olive Mill food). It's actually a butcher shop that also sells a few cooked items. There were BBQ pork burritos, green chili burritos, and spare ribs. The pork burrito was alright, but the sauce overwhelmed the meat so that's all you could really taste. 

The ribs were really a disappointment. They are around $6-7 a pound, and although they were meaty, it took way too much work to get the meat off of the bones. Perhaps a few more hours in the oven, and they would have been better - but I don't recommend going out of your way to check this place out.",4
"Let's face it, junk is the antithesis of glamorous.  When you've got a big pile of crap you need hauled away, any guy with a truck will do, right?

WRONG.  You want someone that will be on time, is willing to clean up the area where the junk is after they've picked everything up, is polite and fluent in English, thinks of value-added services like emptying your trash bin, and represents a local business that you can patronize.

Junk Guys ticked all these boxes for me.  THe guys were great and helped me out when I needed some items hauled away from a house that I had sold.  I'd highly recommend them over an unknown entity or a big corporate junk removal company.  So go get your crap hauled away by the Junk Guys - you'll thank me!",5
"This place has amazing frozen yogurt! I had the strawberry with small pieces of fresh strawberries! It was a wonderful treat in this heat, since it's yogurt and not ice cream, it's a little bit healthier.",4
"Well, let me start off with a look of confusion at the exceedingly rave reviews of this dining establishment. (Raised left eyebrow, and a smirk, but you already knew that)

So, initial impressions: Seemed like a confused ambience. Kind of clubish, with a little hubristic haze. The music was the only positive part, reminding me of HGTV's 'Selling New York.'

The waitstaff seemed somewhat confused, as we had 2 waiters at one point, but the bussers were top notch!

We were also sad to hear that the ""Happy hour"" menu was only in the bar.

Now to the food: The menu and the prices associated gave me a bad feeling right quick. I am too used to excellent sushi, at fair prices, as well as happy hour menus with all the favorites. (Especially dragon rolls! YUMZOID!) 

We proceeded to order a couple appetizers, and a handful of rolls. None of which were memorable in any positive light:

 The avocado roll was insipid with a strange clash of textures and flavors. (Soft avocado, and carrot sticks likeyourmompackedinyourbrownbaglunch and a strange dusting of what tasted like bread crumbs...) The spicy tuna had to be the only one that was acceptable, and it was interesting to have chunked tuna vs. the usual frappe. The softshell crab was weak, and the spicy yellow-tail was spicy, but pretty one-note, and not satisfying. 

 ***Bottom line: We decided to pay our bill, and then go straight to one of our favorite sushi spots to satisfy the sushi craving that we definitely missed out on: HIRO sushi. Man, let me tell you, I threw down a D-backs roll and a Crazy roll, and Hiro sushi was indeed the sushi Hero of the day ;)",4
"I had been looking for a watch repair shop for months now and was having so much difficulty that I had resorted to keeping the watch in my purse and vowed to find something when out and about. 
Driving east bound on Indian School Rd. The Watch Repair Company caught my eye in a tiny little strip mall-My prayers had been answered! I pulled quick u-turn and wrangled my car into a spot in their tiny little parking lot. 
Walking into the shop, its not much to look at-but what caught my eye is that is was CLEAN! Pristine to say the least-a nice change from most watch places that typically are cluttered with pieces as I think most watch/clock repair business's lean towards being hoarders :) 
It turns out the shop is under new ownership as of a few months ago (so give it another try Coda B.!) and the owner himself Eddie was upfront working on a piece. 
I only needed a battery replaced, but he did so within 5 minutes and only charged me $5.00. 
What impressed me more than his timeliness, was the fact that he actually knows his timepieces. I was wearing a watch that he offered to clean for me and upon inspection noted that not only was it a beautifully designed piece, but that it was a custom piece by a smaller designer-surely hard to find just anywhere. He was dead-on, the watch was a honeymoon gift my husband purchased for me while in Capri, Italy. 
Not only did he clean it-but he also reset a few of the dials that I had not done so since being back in AZ. 

Check the shop out for yourself and make note that he only accepts cash",5
Fresh and Easy's are great.  My only issues is how quickly some of the foods from this store go bad.  Don't buy for a week from now unless it is frozen!,4
"How very disappointing!  Nello's had a delightful menu with an array of salads, pizzas and sandwiches. Not Jac's. If the new restaurant wants to be a ""pub"", it should have a wider variety of selections. The menu was sad.

Due to dietary restrictions, I asked for a plain garden salad. Lettuce, tomatoes and onions. And it wasn't very fresh either. Sad.

Guess we'll be driving up north to Pima Crossing to visit Nello's.",4
"Tanzy, Yelp, and Lindsey deserve the biggest standing O for this event.  

I honestly think I am still full from the generous food options that kept flowing.  I kept thinking we were done, but OH NO here comes another course.  I felt like I was at a chef tasting menu dinner.  

Right when we got there we had a glass of Champagne and were seated with a olive and meat plate followed by some bruschetta and local made cheese.  After the event officially started we were hit with amazing course after amazing course.  With never empty glasses of wine  

My Favs:

Sweet Corn Risotto

Scallops (cooked to perfection with a parsnip puree mmmmmmmm)

Alaskan King Salmon

Center Cut Filet Mignon

Brussel Sprouts yes Brussel Sprouts (Tempura battered with a sweet relish AMAZING)

4 hour braised beef short rib (Talk about melt in your mouth)  

Red Velvet Bread Pudding (I will go back just for this anytime I am near the Quarter)

I can't wait to go back to Tanzy for a full meal but I don't know how I will be able to top this evening of amazing food.  

I was very surprised to hear they have been open for 2 years as I was really blown away with their food and service.  

Thanks again to everyone who helped put together this amazing event what a great way to end 2012.",5
"I've been going to Lake Pleasant Dentistry for 2-3 years now and Dr. Sharon Bader is hands-down the best dentist I've ever had.  I've traditionally had bad experiences with dentists and am always wary of any dental procedure, but I've never felt more comfortable than with Dr. Bader.

She is very accommodating, puts you at ease, explains all the options and does GREAT work and will stand behind it.  She did a pretty complex crown for me when the tooth was borderline whether it could be saved and it worked out great.  I wouldn't hesitate to recommend this practice to anyone.",5
"Not impressed. The young lady behind the counter aked like she could care less about my 15 shirts I had to drop off. I had used them before and nobody ever smiles at you. When I asked about pricing and how they protect shrinkage she said "" we can't guarantee anything"". Well, I can guarantee I will be goping elsewhere. You would think based on how expensive they are that they would care more.",4
"Great tasting frozen yogurt, excellent customer service, very clean inside. Healthy choice for a sweet treat.",5
"Pure Bliss - I haven't had a quality meal experience like this in a very very long time.  

The full 4 course dinner was stupendous and well worth every cent. 

You MUST try the Yin & Yang Martini!  It was  a very creative and well presented drink  that had me all smiles.  


I had the Smores & Chocolate desert and it was hands down my favorite (I've tried at least 5 others).",5
"This place was good, just not as good as I had hoped based on the reviews.  I would have given the place 3 1/2.  Since I can't, I decided to balance out another reviewer who gave the place 4 stars but also thought it deserved 3 1/2.

Positive notes:  Hot sauce had some bite to it, chips were good, Camarones culichi had a wonderful sauce.  Lots of fresh limes served with the meal.  Full bar.

Not-so-positive notes:  Shrimp in the Camarones culichi was overcooked (cardinal sin for a seafood place).  The shrimp coctail was just ok - good sized boiled shrimp, but not too much flavor.  

If driving by and hungry I would stop in again, but not if I have to drive too far out of the way.",4
"went for an early dinner with my honey on saturday.  we normally don't order apps but we we didn't have lunch so we needed something to get us through. we went with the hummus and pita bread and it was so fresh and yummy! server said that it's homemade in house. For my entree I ordered the salmon with mixed veggies and the hubster ordered the crispy chicken and subbed the creamed corn with mashed potatoes, he loved his side of asparagus... smokey flavor.  our server did provide us a lit sample of the creamed corn because he raved how delicious it is. yes the creamed corn was very rich and in my opinion not worth the calories unless you've been good all day.  we both ordered red cabs and we skipped dessert since we were nice and full. enjoyed our meals and the friendly service.",4
"I love to hike Piestewa (formerly known as Squaw) Peak, obviously not for the solitude - since it's so crowded.  

It's a rigorous 2.4 (round-trip) mile hike and NOT for beginners.  But it is the most fun. 

It reminds me of our version of the New York street scene - almost egalitarian in a way.  You see people of all sizes, ages, ethnicities, physical abilities, socioeconomic levels, families, friends, lovers, first-dates.  This is where you see Phoenix's diversity, ladies and gentlemen.

It's definitely a wonderful first impression of Phoenix -- from the cross-section of society to the people-watching, and last but not least, the AMAZING breathtaking views, of wildlife (like roadrunners, chipmunks, and lizards), flora and the Valley below.

It's been noted as one of the most hiked trail in in the nation.",5
"We were very disappointed with this place. We drove over to Tempe, to a blasted out, deserted shopping center that looked like it closed due to a depression, and there it was in the corner, still open while everything around it was closed. It's a nice little spot inside, comfortable enough.

This is another one of those places that thrives on the Groupon phenomenon. Prices are jacked up to accommodate a discount. I bought a $6.50 bottle of beer (as one example). My pizza, a sausage pie, came out burned. I know that a good pizza has a ""flame kissed"" look to it, even at top places like Bianco's. But this pie was flame-licked, and there's a difference. I tasted charcoal more than I did sausage. 

The folded and stuffed Calzone was not burned, but neither was it stuffed so full that it's busting its seams which is the way we like it. Lots of air inside this Calzone. I'lll take the dramatically less expensive Calzone at Mama Mia's on Indian School any day over this hot-air filled version.

The service was good, with a very friendly waitress helping us out. She should have noticed the burnt pie, however. If they reduce the inflated Groupon prices, I'd go back when they bring in some reasonable draft beer and start putting more care into their preparation of the food.",4
"There are two places in Phoenix that have the BEST barbecue sauce.  Honey Bears is the ""Not sweet"" one, LoveJoys is the ""Sweet"" one.  Love them both.",5
"Bizarre. My family of 5 came here for lunch one day, to see what all the hype is about - and boy did Hana fall FLAT! I personally had no expectations and Hana still missed them. 

Before seating us at a LARGE table (there's maybe 10 tables in this joint), this obviously inexperienced hostess first looked unsure of where she should seat us (the table for 2 or for 4?) She then proceeded to rearrange the table for 4, and moved ALL of the chairs around the table to add 1, instead of just adding it to the empty space on the end of the table.... odd.

And then our waitress.... was really abrupt and ungracious about things. My sister's accompanying salad was half covered in lettuce rust - and when she showed the waitress, all she said was ""so do you want it?"" Uhm, no thank you, I like my food fresh, not rotten, but thanks.

The sushi was pretty much the same thing covered in different sauces. Annnd they were pricey. it was kinda sorta really unbelievably ridiculous. RIDICULOUS, i tell you! Not worth it. No way. I'm quite sure that the ""crab"" was imitation. And the fish wasn't even that fresh. Granted, we're in the middle of a desert, but still. 

The one redeeming quality of this place? The ramen. Although there were about 10 noodles in it, the pork was perfectly cooked. And it would have been nice if the chef had been a little less stingy with the ramen noodles. 

Would I come back? Uhm.... only if I had no choice and was craving ramen. But for sushi? Save your money, go to Yen and get muuuuch better quality AND quantity.",3
"One of my favorite brunch spots.  Not the cheapest, but you come here to admire the Arcadia families/couples coming into have brunch.  There is sometimes a wait but it is worth it.  I have a hard time deciding between the lunch salads and breakfast.  I usually cave and get the french toast or ginormous belgian waffle.  Parking is plentiful but it is on a weird corner in the strip mall, if you are going, look for cork and cleaver.",4
"This is my favorite hotel of all time, so far, at least of the Kimpton ilk. I experienced nearly impeccable service and a super comfy bed, organic and local products, a lovely shower, and general happy relaxation. I love that the gym and pools are open 24 hours a day. The decor, half Asian deco and half Southwestern, works works works.",5
"I have been here about 3 times, twice  for the weekend breakfast buffet and once for lunch. The food is similar to Denny's, so nothing special here. Everything here feels dingy and dirty, there was hair in one of the dishes in the buffet. Service is average, but employees are just as dirty looking as the restaurant..will not be coming here anymore.",4
"This place is pretty good for a chain, and it's very easy to find something for everyone here. The staff has always been friendly, and the menu is huge! The food is just okay though. Would return with friends or for convenience, but we would not go on our own.",4
"Pretty ok place, right in the thick of it, I saw 3 separate arrests while drinking beer on the patio.  They have a couple different 4 Peaks Brews.  Those facts alone made it a successful endeavor.  Did I mention it was 4pm on a Friday?",4
"Planet Sub is definitely a good option for solid, good tasting subs. I'm next door at Gangplank a couple times a week and we usually hit this place up for lunch. It's much better than the last place that was in this spot, has tons of options (we decided you could eat lunch there for a month and not have the same sandwich), and friendly staff. I'm definitely glad they put this in. It's a great option in the downtown Chandler area.",4
"I used to always go here for tires until my mechanic noticed my tires were the incorrect size.  Back to Discount I go to correct the problem, and they blamed me. I was told that I must have chosen the smaller tires to save 20 bucks a tire.  I ended up having to spend a lot of money on five new tires (my spare is a full size as well) three weeks before Christmas. I wrote the company a letter to tell them how wrong I felt the entire experience was, and I never heard anything back.  I will not be going here for future tire needs.",5
"The food is solid, but not awesome.  The room is kind of ugly and occasionally not too fragrant.

If you want Vietnamese, you want it dirt cheap and you want it now, this place gets it done.

If you want a warm, memorable dining experience, this is not the place.",4
"I was hoping to be the first to review Grayhawk Family Chiropractic, but I'm glad to see Heather feels the same way I do about them.

Dr. Frank Sorrentino is a true professional. I've suffered from low back issues for years and Dr. Frank always knows how to treat the problem. Between regular visits and the website they set you up with to demonstrate stretches tailored to your condition I'm glad to report I've been in good shape for a while.

Whether you have an ongoing issue or have just injured yourself Grayhawk Family Chiropractic is the place to go.",5
"Ahh man,
.....I REALLY wanted this to be good.

But honestly, you end up with something that's more like ""flame broiled"" than the earthy wood-fired imagery you pick up from their corporately consistent signage, menu, and decor.

That being said, it's a cool concept, and great crust- but the signature pizzas like the ""Greek"" end up feeling themed ,and lacking of soul and an intuitive fussing-over that they need to really be crack good.

The salad's, while seemingly possessing all the right stuff- are the same. Too salty/ too soggy, and somehow too rich.
The gelato tastes like it must come from a squeeze tube.

Anyhow- enough bitching. Better than Pizza Hut, but for all the fuss and flash, you expect alot more.",4
Great location and within walking distance to Scottsdale and old Scottsdale.  Really well maintained and bed / pillow were the most comfy ever!  We typically stayed at another resort but this was a great substitute. They allow pets in many rooms so request a non-pet room if you wish.,5
If you like a juicy sub and you don't mind onions... Ask for your sub to be made Mike's way! It's excellent.,5
"I have been coming here since 1996 and the food just keeps on getting better!!!   The jerk fried rice and emerald chicken are to die for and he snicker doodle cookies....oh my goodness.   Every time I'm in phoenix, this is my must go see do eat spot!!  The owner Frank is awesome.",5
